## Unknown:

  TutorialModeParity59948791__Feature_TutorialModeParity59948791: 0
  TzAutoupdateStandardUser: 49229351
  UADisableStageBeforeInstallContainer__descriptor: 0
  UAImproveRangeDisabledDiskSpace__descriptor: 0
  UALMFL__descriptor: 0
  UANDUPC__descriptor: 0
  UAPassCorrelationVectorToUaLite__descriptor: 0
  UAWUInfiniteLoopForLCUDownload__descriptor: 0
  UCMEM__descriptor: 0
  UKPDatabaseSchemaChangeContainment: 56229101
  UOvNext: 59927085
  USB4SettingsDomainsViewer: 39305332
  UTITA: 58168506
  UUP_PackageContainment: 53338696
  UXChangesCTTAInAdminless: 53433737
  UXFrame_LocalizedAccessibilityName: 56115719
  UaLiteTelemetryOnFailure__descriptor: 0
  UexTest7: 58989021
  UndockedDecoupleScoobeFromUpgradeOnLogon: 31330396
  UndockedScoobeOnCleanInstallNoNetwork: 31333241
  UndockedScoobeOnLogonForUpgradedDevices: 31333254
  UnifiedEnrollmentLandingPage: 5993168
  UninstallApps: 43852450
  UnsupportedHardwareNotification: 33122876
  UpdateAgentSkipUaLiteDeviceInventoryUpgrade__descriptor: 0
  UpdateAgentWUSARebaseMultiMSU: 60669587
  UpdateAgent_AddUaLiteLogs__descriptor: 0
  UpdateAgent_Diagnostics_QI_Fix__descriptor: 0
  UpdateBannerIconRefresh: 58444019
  UpdateBannerOnAlertRefresh: 55170992
  Update_BatteryIcon: 56328729
  Update_BatteryIcon_BugFix_11D: 57360855
  Update_BatteryIcon_BugFix_4D: 56454775
  Update_BatteryIcon_BugFix_5D: 55802812
  Update_EcoQos: 30658871
  UpdatedRefreshIntervals: 60070533
  UseAEAForUnsupportedPackagedCreateProcessScenario: 57441842
  UseCentralWindowsAppRuntimeVersion: 58375066
  UseComElevationMoniker: 57184526
  UseDirectLaunchForCompanionUriLaunches: 56733879
  UseNewSearchAndCortanaApps: 19263623
  UsePlainCPPInsteadofCPPWinRT: 56249406
  UseSiblingTurboStack__descriptor: 0
  UseUplevelSSU: 40801776
  UserAccountProviderAccountEvents: 43978844
  UserIntent_ShowDeveloperIntent: 43489782
  UxAccOptimization: 48433719
  UxConfTest: 50557073
  UxLabTest: 57048218
  UxPerfImp: 57048216
  VAAT: 56141567
  VAATL: 57240352
  VABF: 44922301
  VACBPUSN: 48868878
  VACDCTA: 58193130
  VACDPCC: 58107545
  VACHPF: 47711138
  VACISF: 43750405
  VACISN: 56828443
  VACR: 57163181
  VAD: 56219926
  VADBF: 57074655
  VADSK: 57036072
  VAFODF: 50288397
  VAFTWDDIO: 53836393
  VAHPR: 0
  VAIASHS: 42794809
  VAICSE: 49566288
  VAIRIO: 60466682
  VALTMC: 55362165
  VAMCISS: 57113332
  VANEOSC: 56870548
  VANOIF: 45079285
  VANOMOP: 56869079
  VAPDS: 58329482
  VAPKILS: 55532803
  VAPS: 46108764
  VAP_MCIPF: 56995367
  VARIO: 58453759
  VASDVAC: 43611424
  VASRE: 57571349
  VASSLI: 58129999
  VATAIWFC: 51889034
  VAUPA: 56305056
  VAWBLH: 54537558
  VAWCTIDSN: 57238921
  VA_LEIRCO: 56761493
  VA_LEOIII: 56632490
  VS_Region__Feature_VS_Region: 0
  VTATFF: 33446203
  VTAVTLASL: 61148790
  VTSCD: 61088379
  VTSFDF: 55392126
  VT__Feature_VT: 0
  VaUnsupportedLanguageExperience: 36863320
  ValAccTest: 57048231
  ValConf: 50556886
  ValLabTest: 57048226
  ValueBannerCDMLiteV2: 30785790
  VelTest_CS_DBD_OnRead__Feature_VelTest_CS_DBD_OnRead: 0
  VelTest_CS_DBD_OnReboot__Feature_VelTest_CS_DBD_OnReboot: 0
  VelTest_CS_DBD_OnReload__Feature_VelTest_CS_DBD_OnReload: 0
  VelTest_CS_EBD_OnRead__Feature_VelTest_CS_EBD_OnRead: 0
  VelTest_CS_EBD_OnReboot__Feature_VelTest_CS_EBD_OnReboot: 0
  VelTest_CS_EBD_OnReload__Feature_VelTest_CS_EBD_OnReload: 0
  VhdResizeFormMarginFix: 56846353
  VisualAssistDescriptionBugFix__Feature_VisualAssistDescriptionBugFix: 0
  VoiceAccessClippingFix: 38087802
  W365Boot_BluetoothSupportForB2CAndSwitch_BugFixes: 47376559
  W365Boot_ManagedPCSettings: 43529319
  W365Boot_ManagedPCSettings_Account: 46842903
  W365Boot_ManagedPCSettings_Account_Rejuv: 53175704
  W365Boot_ManagedPCSettings_Display: 0
  W365Boot_ManagedPCSettings_Display_Rejuv: 53146827
  W365Boot_ManagedPCSettings_LocalBluetooth_Rejuv: 53146824
  W365Boot_ManagedPCSettings_Sound: 46225055
  W365Boot_ManagedPCSettings_Sound_Rejuv: 53175691
  W365Boot_ManagedPCSettings_SystemL1: 46412244
  W365Boot_ManagedPCSettings_SystemL1_Rejuv: 53175707
  W365Switch_Disconnect_and_Signout: 45350634
  WASCConsentForOneDriveBackupBanner: 45573624
  WBAVF: 54989200
  WBBEUEC: 58481258
  WBBEUEF: 56854325
  WBBIFF: 57025827
  WBBTSFF: 57147807
  WBFBBPU: 56496101
  WBFTBEF: 57193534
  WBFTFF: 54398118
  WBLDNF: 58477929
  WBLKFMFSACF: 58192876
  WBLPVM: 56322799
  WBPFBSF: 56653680
  WBPFTPDE: 55340398
  WBPLPDE: 54577235
  WBPPPDE: 55336956
  WBSBE: 57166128
  WBSBEE: 58315398
  WBSCBE: 56386377
  WBSCODSIF: 58313808
  WBSOD: 54122123
  WBSODBS: 56499152
  WBSOIF: 57381595
  WBSPWRF: 59078026
  WBSRF: 60085020
  WBSSHFAC: 58545409
  WBSWVC: 55729153
  WBWR: 57690511
  WBWVLTA: 55899600
  WMACTF: 58546030
  WMAPLTF: 58666791
  WMCTT: 58030635
  WMEEDT: 59122435
  WMLPE: 57305714
  WMNSURLF: 56497632
  WMODSIF: 57325760
  WMOTPINF: 57307107
  WMOTPINRF: 57430232
  WMPTF: 59000558
  WMSS_IsEnabled__Feature_WMSS_IsEnabled: 0
  WMTHQF: 44841543
  WMTTA: 57592770
  WNRVVU: 58929962
  WPJRecoveryFix56099781: 56970956
  WSEQARaceConditionFix: 58472938
  WSRIF: 42034964
  WSRRemoval: 48303084
  WTMPublic: 41879522
  WUSARebaseMultiMSU: 54267669
  WV2HelpersOneSettingsPayloadResilience: 60552797
  WV2HelpersPlatformIfAvailable: 58273852
  WV2_SWV2M: 57297274
  WXHDeprecateRewards: 54795784
  WeakChargerToast__descriptor: 0
  WebsiteInfoUseWebLinkStorage: 57088489
  WidgetsCommonComponentContainmentV2: 54974880
  WidgetsTaskbarButtonRecovery__descriptor: 0
  Widgets_ExtensionLookupFix__descriptor: 0
  WinIoTBugFixBundle_Ge_5: 54330157
  WinTIssue_43764407: 43764407
  WindowServiceForStartScreenManagerAPI: 49820095
  WindowSnipAccessibilityAnnouncement: 59250708
  WindowsAccountSyncConsentSignals: 45875311
  WindowsAccountSyncConsentWXH: 44740065
  WindowsBackupConsentCore: 46359346
  WindowsBackupDimeDialogForPaidUsers: 45240241
  WindowsBackupOneDriveUninstalledExperience: 42152206
  WindowsBackupProgressBarUpdate: 46516061
  WindowsBackupRestrictedBackupExperience: 45122150
  WindowsBackupStatusAPIExperience: 46084210
  WindowsBackupUI: 42851344
  WindowsBackupWV2IE: 47343535
  WindowsBackupWVLCF: 50062611
  WindowsMigrationTimeout_PC_to_PC: 53681088
  WindowsOobeAppHost: 55090624
  WindowsSpotlightV3: 11024039
  WindowsTips: 11355840
  WirelessDisplayConnectedIcon: 35408430
  WnfSubscriptionCleanupFix: 59866461
  WorkAroundItemsRepeaterChildNotFound: 23251613
  WorkplaceJoin_DualEnrollment: 38375658
  WriteFlightInfoInQU: 40680682
  WuSettings_AppUpdates: 59372441
  WxhDisableToggleOnArrowKeys: 59383284
  WxhDisallowMicrosoftCorporation: 58038932
  XAMLFileExplorerCloudFiles: 21154437
  XAMLFileExplorerDragAndDrop: 12022907
  XAMLFileExplorerPickerNamespaceRestrictions: 14354675
  XAMLFileExplorerSetWallpaperImage: 14012257
  XDRLF: 61566904
  XDRM365C: 59339573
  XDRSAC: 59435167
  XDRSC: 59339532
  XDRVBC: 59339557

## Always Enabled:


## Enabled By Default:


## Disabled By Default:


## Always Disabled:


